date,state,district,pincode,demo_age_5_17,demo_age_17_
23-12-2025,Tamil Nadu,Kancheepuram,603310,0,3
23-12-2025,Tamil Nadu,Kancheepuram,603319,1,3
23-12-2025,Tamil Nadu,Kancheepuram,631551,0,11
23-12-2025,Tamil Nadu,Kancheepuram,631605,0,10
23-12-2025,Tamil Nadu,Kanniyakumari,629155,0,1
23-12-2025,Tamil Nadu,Kanniyakumari,629160,0,9
23-12-2025,Tamil Nadu,Kanniyakumari,629162,0,5
23-12-2025,Tamil Nadu,Kanniyakumari,629163,0,3
23-12-2025,Tamil Nadu,Kanniyakumari,629165,0,3
23-12-2025,Tamil Nadu,Kanniyakumari,629167,0,4
23-12-2025,Tamil Nadu,Kanniyakumari,629172,0,4
23-12-2025,Tamil Nadu,Kanniyakumari,629174,0,3
23-12-2025,Tamil Nadu,Kanniyakumari,629175,0,6
23-12-2025,Tamil Nadu,Kanniyakumari,629176,0,9
23-12-2025,Tamil Nadu,Kanniyakumari,629601,0,3
23-12-2025,Tamil Nadu,Kanniyakumari,629702,0,12
23-12-2025,Tamil Nadu,Kanniyakumari,629703,1,5
23-12-2025,Tamil Nadu,Kanniyakumari,629801,0,5
23-12-2025,Tamil Nadu,Kanniyakumari,629803,1,5
23-12-2025,Tamil Nadu,Kanniyakumari,629901,0,3
23-12-2025,Tamil Nadu,Kanniyakumari,629902,0,1
23-12-2025,Tamil Nadu,Kanyakumari,629004,0,7
23-12-2025,Tamil Nadu,Kanyakumari,629151,2,6
23-12-2025,Tamil Nadu,Kanyakumari,629160,0,2
23-12-2025,Tamil Nadu,Kanyakumari,629163,0,5
23-12-2025,Tamil Nadu,Kanyakumari,629164,0,1
23-12-2025,Tamil Nadu,Kanyakumari,629168,0,4
23-12-2025,Tamil Nadu,Kanyakumari,629173,0,2
23-12-2025,Tamil Nadu,Kanyakumari,629180,2,0
23-12-2025,Tamil Nadu,Kanyakumari,629193,1,4
23-12-2025,Tamil Nadu,Kanyakumari,629203,0,2
23-12-2025,Tamil Nadu,Kanyakumari,629252,1,2
23-12-2025,Tamil Nadu,Kanyakumari,629703,1,4
23-12-2025,Tamil Nadu,Karur,621311,1,17
23-12-2025,Tamil Nadu,Karur,638151,0,2
23-12-2025,Tamil Nadu,Karur,639001,1,8
23-12-2025,Tamil Nadu,Karur,639002,0,28
23-12-2025,Tamil Nadu,Karur,639107,0,5
23-12-2025,Tamil Nadu,Karur,639110,3,19
23-12-2025,Tamil Nadu,Karur,639111,1,2
23-12-2025,Tamil Nadu,Krishnagiri,635001,5,55
23-12-2025,Tamil Nadu,Krishnagiri,635103,2,9
23-12-2025,Tamil Nadu,Krishnagiri,635112,1,20
23-12-2025,Tamil Nadu,Krishnagiri,635116,1,13
23-12-2025,Tamil Nadu,Krishnagiri,635119,1,7
23-12-2025,Tamil Nadu,Krishnagiri,635120,1,13
23-12-2025,Tamil Nadu,Krishnagiri,635203,0,26
23-12-2025,Tamil Nadu,Madurai,625011,0,38
23-12-2025,Tamil Nadu,Madurai,625102,1,5
23-12-2025,Tamil Nadu,Madurai,625103,0,6
23-12-2025,Tamil Nadu,Madurai,625104,1,8
23-12-2025,Tamil Nadu,Madurai,625201,0,7
23-12-2025,Tamil Nadu,Madurai,625218,2,13
23-12-2025,Tamil Nadu,Madurai,625532,2,25
23-12-2025,Tamil Nadu,Madurai,625703,0,9
23-12-2025,Tamil Nadu,Madurai,625705,1,20
23-12-2025,Tamil Nadu,Madurai,625706,1,52
23-12-2025,Tamil Nadu,Mayiladuthurai,609101,0,1
23-12-2025,Tamil Nadu,Mayiladuthurai,609106,0,1
23-12-2025,Tamil Nadu,Mayiladuthurai,609111,1,4
23-12-2025,Tamil Nadu,Mayiladuthurai,609201,1,0
23-12-2025,Tamil Nadu,Mayiladuthurai,609305,0,1
23-12-2025,Tamil Nadu,Mayiladuthurai,609307,1,2
23-12-2025,Tamil Nadu,Mayiladuthurai,609313,0,2
23-12-2025,Tamil Nadu,Mayiladuthurai,609404,0,2
23-12-2025,Tamil Nadu,Nagapattinam,609001,0,16
23-12-2025,Tamil Nadu,Nagapattinam,609003,0,6
23-12-2025,Tamil Nadu,Nagapattinam,609107,0,2
23-12-2025,Tamil Nadu,Nagapattinam,609108,0,8
23-12-2025,Tamil Nadu,Nagapattinam,609114,0,8
23-12-2025,Tamil Nadu,Nagapattinam,609115,0,3
23-12-2025,Tamil Nadu,Nagapattinam,609202,0,6
23-12-2025,Tamil Nadu,Nagapattinam,609205,0,5
23-12-2025,Tamil Nadu,Nagapattinam,609304,1,7
23-12-2025,Tamil Nadu,Nagapattinam,609308,0,5
23-12-2025,Tamil Nadu,Nagapattinam,609313,0,1
23-12-2025,Tamil Nadu,Nagapattinam,609503,0,1
23-12-2025,Tamil Nadu,Nagapattinam,609504,0,1
23-12-2025,Tamil Nadu,Nagapattinam,609701,0,19
23-12-2025,Tamil Nadu,Nagapattinam,609808,0,5
23-12-2025,Tamil Nadu,Nagapattinam,610207,0,12
23-12-2025,Tamil Nadu,Nagapattinam,611002,0,16
23-12-2025,Tamil Nadu,Nagapattinam,611003,0,4
23-12-2025,Tamil Nadu,Nagapattinam,611101,0,3
23-12-2025,Tamil Nadu,Nagapattinam,611106,0,7
23-12-2025,Tamil Nadu,Nagapattinam,611108,0,14
23-12-2025,Tamil Nadu,Nagapattinam,612201,0,1
23-12-2025,Tamil Nadu,Nagapattinam,614716,0,3
23-12-2025,Tamil Nadu,Namakkal,636118,2,2
23-12-2025,Tamil Nadu,Namakkal,636203,2,2
23-12-2025,Tamil Nadu,Namakkal,637003,0,23
23-12-2025,Tamil Nadu,Namakkal,637013,0,13
23-12-2025,Tamil Nadu,Namakkal,637201,1,5
23-12-2025,Tamil Nadu,Namakkal,637203,1,3
23-12-2025,Tamil Nadu,Namakkal,637206,0,3
23-12-2025,Tamil Nadu,Namakkal,637208,4,9
23-12-2025,Tamil Nadu,Namakkal,637211,0,20
23-12-2025,Tamil Nadu,Namakkal,637401,1,4
23-12-2025,Tamil Nadu,Namakkal,637405,0,11
23-12-2025,Tamil Nadu,Namakkal,637409,0,16
23-12-2025,Tamil Nadu,Namakkal,637410,1,12
23-12-2025,Tamil Nadu,Namakkal,637503,0,9
23-12-2025,Tamil Nadu,Namakkal,638010,0,1
23-12-2025,Tamil Nadu,Namakkal,638182,3,12
23-12-2025,Tamil Nadu,Perambalur,621104,0,5
23-12-2025,Tamil Nadu,Perambalur,621115,0,9
23-12-2025,Tamil Nadu,Perambalur,621118,0,4
23-12-2025,Tamil Nadu,Perambalur,621212,2,13
23-12-2025,Tamil Nadu,Perambalur,621704,0,3
23-12-2025,Tamil Nadu,Perambalur,621713,2,10
23-12-2025,Tamil Nadu,Pudukkottai,614616,3,36
23-12-2025,Tamil Nadu,Pudukkottai,614619,2,6
23-12-2025,Tamil Nadu,Pudukkottai,614629,0,2
23-12-2025,Tamil Nadu,Pudukkottai,614630,1,14
23-12-2025,Tamil Nadu,Pudukkottai,622103,1,11
23-12-2025,Tamil Nadu,Pudukkottai,622202,0,8
23-12-2025,Tamil Nadu,Pudukkottai,622302,0,11
23-12-2025,Tamil Nadu,Pudukkottai,622401,1,5
23-12-2025,Tamil Nadu,Pudukkottai,622403,0,2
23-12-2025,Tamil Nadu,Pudukkottai,622422,0,2
23-12-2025,Tamil Nadu,Pudukkottai,622503,1,5
23-12-2025,Tamil Nadu,Ramanathapuram,623514,0,4
23-12-2025,Tamil Nadu,Ramanathapuram,623601,0,15
23-12-2025,Tamil Nadu,Ramanathapuram,623603,0,28
23-12-2025,Tamil Nadu,Ramanathapuram,623608,1,2
23-12-2025,Tamil Nadu,Ramanathapuram,630312,0,1
23-12-2025,Tamil Nadu,Ranipet,631102,2,1
23-12-2025,Tamil Nadu,Ranipet,632401,0,3
23-12-2025,Tamil Nadu,Salem,636008,2,30
23-12-2025,Tamil Nadu,Salem,636010,1,30
23-12-2025,Tamil Nadu,Salem,636011,1,6
23-12-2025,Tamil Nadu,Salem,636013,1,1
23-12-2025,Tamil Nadu,Salem,636109,2,10
23-12-2025,Tamil Nadu,Salem,636202,0,6
23-12-2025,Tamil Nadu,Salem,636309,1,13
23-12-2025,Tamil Nadu,Salem,636454,0,3
23-12-2025,Tamil Nadu,Salem,636456,0,3
23-12-2025,Tamil Nadu,Salem,637105,0,22
23-12-2025,Tamil Nadu,Salem,637502,3,21
23-12-2025,Tamil Nadu,Salem,637504,1,21
23-12-2025,Tamil Nadu,Sivaganga,623402,1,4
23-12-2025,Tamil Nadu,Sivaganga,625009,0,1
23-12-2025,Tamil Nadu,Sivaganga,630001,1,16
23-12-2025,Tamil Nadu,Sivaganga,630003,0,8
23-12-2025,Tamil Nadu,Sivaganga,630005,0,3
23-12-2025,Tamil Nadu,Sivaganga,630101,0,2
23-12-2025,Tamil Nadu,Sivaganga,630106,0,6
23-12-2025,Tamil Nadu,Sivaganga,630202,3,4
23-12-2025,Tamil Nadu,Sivaganga,630204,1,6
23-12-2025,Tamil Nadu,Sivaganga,630205,0,3
23-12-2025,Tamil Nadu,Sivaganga,630210,0,2
23-12-2025,Tamil Nadu,Sivaganga,630306,0,6
23-12-2025,Tamil Nadu,Sivaganga,630309,0,12
23-12-2025,Tamil Nadu,Sivaganga,630502,1,10
23-12-2025,Tamil Nadu,Sivaganga,630551,2,9
23-12-2025,Tamil Nadu,Sivaganga,630602,0,1
23-12-2025,Tamil Nadu,Sivaganga,630606,2,24
23-12-2025,Tamil Nadu,Tenkasi,627751,0,4
23-12-2025,Tamil Nadu,Tenkasi,627809,0,15
23-12-2025,Tamil Nadu,Tenkasi,627854,0,1
23-12-2025,Tamil Nadu,Tenkasi,627855,4,5
23-12-2025,Tamil Nadu,Thanjavur,609804,0,9
23-12-2025,Tamil Nadu,Thanjavur,609807,1,11
23-12-2025,Tamil Nadu,Thanjavur,612101,0,8
23-12-2025,Tamil Nadu,Thanjavur,612103,1,9
23-12-2025,Tamil Nadu,Thanjavur,612105,0,4
23-12-2025,Tamil Nadu,Thanjavur,612106,0,6
23-12-2025,Tamil Nadu,Thanjavur,612202,1,3
23-12-2025,Tamil Nadu,Thanjavur,612204,0,9
23-12-2025,Tamil Nadu,Thanjavur,612301,0,3
23-12-2025,Tamil Nadu,Thanjavur,612605,0,4
23-12-2025,Tamil Nadu,Thanjavur,613001,3,31
23-12-2025,Tamil Nadu,Thanjavur,613104,0,7
23-12-2025,Tamil Nadu,Thanjavur,613201,2,3
23-12-2025,Tamil Nadu,Thanjavur,613303,0,1
23-12-2025,Tamil Nadu,Thanjavur,614015,0,3
23-12-2025,Tamil Nadu,Thanjavur,614206,1,13
23-12-2025,Tamil Nadu,Thanjavur,614207,0,3
23-12-2025,Tamil Nadu,Thanjavur,614211,0,2
23-12-2025,Tamil Nadu,Thanjavur,614303,0,5
23-12-2025,Tamil Nadu,Thanjavur,614401,0,7
23-12-2025,Tamil Nadu,Thanjavur,614602,4,25
23-12-2025,Tamil Nadu,Thanjavur,614626,1,11
23-12-2025,Tamil Nadu,Thanjavur,614701,7,32
23-12-2025,Tamil Nadu,Thanjavur,614802,1,17
23-12-2025,Tamil Nadu,Thanjavur,614804,4,17
23-12-2025,Tamil Nadu,Thanjavur,614906,0,4
23-12-2025,Tamil Nadu,The Nilgiris,643006,0,5
23-12-2025,Tamil Nadu,The Nilgiris,643102,2,5
23-12-2025,Tamil Nadu,The Nilgiris,643104,2,2
23-12-2025,Tamil Nadu,The Nilgiris,643205,0,4
23-12-2025,Tamil Nadu,The Nilgiris,643209,0,3
23-12-2025,Tamil Nadu,The Nilgiris,643215,0,3
23-12-2025,Tamil Nadu,The Nilgiris,643219,0,2
23-12-2025,Tamil Nadu,The Nilgiris,643228,0,1
23-12-2025,Tamil Nadu,The Nilgiris,643231,1,1
23-12-2025,Tamil Nadu,The Nilgiris,643241,0,4
23-12-2025,Tamil Nadu,Theni,625523,1,7
23-12-2025,Tamil Nadu,Theni,625536,0,5
23-12-2025,Tamil Nadu,Thiruvallur,600062,0,1
23-12-2025,Tamil Nadu,Thiruvallur,601205,0,4
23-12-2025,Tamil Nadu,Thiruvallur,631210,0,2
23-12-2025,Tamil Nadu,Thiruvarur,609503,1,13
23-12-2025,Tamil Nadu,Thiruvarur,609608,1,4
23-12-2025,Tamil Nadu,Thiruvarur,610003,1,1
23-12-2025,Tamil Nadu,Thiruvarur,610103,3,5
23-12-2025,Tamil Nadu,Thiruvarur,610107,0,9
23-12-2025,Tamil Nadu,Thiruvarur,612601,0,7
23-12-2025,Tamil Nadu,Thiruvarur,612802,0,10
23-12-2025,Tamil Nadu,Thiruvarur,612804,0,11
23-12-2025,Tamil Nadu,Thiruvarur,613704,0,3
23-12-2025,Tamil Nadu,Thiruvarur,614016,2,10
23-12-2025,Tamil Nadu,Thiruvarur,614020,0,1
23-12-2025,Tamil Nadu,Thiruvarur,614103,1,7
23-12-2025,Tamil Nadu,Thiruvarur,614401,0,1
23-12-2025,Tamil Nadu,Thiruvarur,614703,0,7
23-12-2025,Tamil Nadu,Thiruvarur,614706,0,3
23-12-2025,Tamil Nadu,Thiruvarur,614708,0,5
23-12-2025,Tamil Nadu,Thiruvarur,614711,0,4
23-12-2025,Tamil Nadu,Thiruvarur,614715,0,8
23-12-2025,Tamil Nadu,Thiruvarur,614716,0,4
23-12-2025,Tamil Nadu,Thoothukkudi,628004,0,2
23-12-2025,Tamil Nadu,Thoothukkudi,628005,0,13
23-12-2025,Tamil Nadu,Thoothukkudi,628103,1,9
23-12-2025,Tamil Nadu,Thoothukkudi,628105,0,3
23-12-2025,Tamil Nadu,Thoothukkudi,628201,0,1
23-12-2025,Tamil Nadu,Thoothukkudi,628215,1,9
23-12-2025,Tamil Nadu,Thoothukkudi,628252,0,6
23-12-2025,Tamil Nadu,Thoothukkudi,628501,3,17
23-12-2025,Tamil Nadu,Thoothukkudi,628502,5,37
23-12-2025,Tamil Nadu,Thoothukkudi,628503,0,2
23-12-2025,Tamil Nadu,Thoothukkudi,628617,0,8
23-12-2025,Tamil Nadu,Thoothukkudi,628623,0,2
23-12-2025,Tamil Nadu,Thoothukkudi,628704,1,6
23-12-2025,Tamil Nadu,Thoothukkudi,628721,0,8
23-12-2025,Tamil Nadu,Thoothukkudi,628751,2,1
23-12-2025,Tamil Nadu,Thoothukkudi,628907,1,12
23-12-2025,Tamil Nadu,Tiruchirappalli,620002,2,11
23-12-2025,Tamil Nadu,Tiruchirappalli,620003,0,21
23-12-2025,Tamil Nadu,Tiruchirappalli,620008,0,23
23-12-2025,Tamil Nadu,Tiruchirappalli,620010,2,7
23-12-2025,Tamil Nadu,Tiruchirappalli,620014,0,6
23-12-2025,Tamil Nadu,Tiruchirappalli,620018,0,6
23-12-2025,Tamil Nadu,Tiruchirappalli,620023,0,5
23-12-2025,Tamil Nadu,Tiruchirappalli,620025,0,6
23-12-2025,Tamil Nadu,Tiruchirappalli,620102,0,24
23-12-2025,Tamil Nadu,Tiruchirappalli,621001,2,6
23-12-2025,Tamil Nadu,Tiruchirappalli,621007,2,7
23-12-2025,Tamil Nadu,Tiruchirappalli,621009,0,5
23-12-2025,Tamil Nadu,Tiruchirappalli,621014,0,2
23-12-2025,Tamil Nadu,Tiruchirappalli,621104,1,1
23-12-2025,Tamil Nadu,Tiruchirappalli,621105,1,6
23-12-2025,Tamil Nadu,Tiruchirappalli,621109,1,0
23-12-2025,Tamil Nadu,Tiruchirappalli,621112,0,3
23-12-2025,Tamil Nadu,Tiruchirappalli,621203,0,7
23-12-2025,Tamil Nadu,Tiruchirappalli,621207,0,8
23-12-2025,Tamil Nadu,Tiruchirappalli,621211,2,6
23-12-2025,Tamil Nadu,Tiruchirappalli,621302,1,10
23-12-2025,Tamil Nadu,Tiruchirappalli,621305,0,7
23-12-2025,Tamil Nadu,Tiruchirappalli,621306,2,38
23-12-2025,Tamil Nadu,Tiruchirappalli,621601,0,6
23-12-2025,Tamil Nadu,Tiruchirappalli,621652,1,4
23-12-2025,Tamil Nadu,Tiruchirappalli,621653,0,3
23-12-2025,Tamil Nadu,Tiruchirappalli,621702,0,4
23-12-2025,Tamil Nadu,Tiruchirappalli,622102,0,2
23-12-2025,Tamil Nadu,Tiruchirappalli,622515,0,3
23-12-2025,Tamil Nadu,Tirunelveli,627003,1,0
23-12-2025,Tamil Nadu,Tirunelveli,627005,1,22
23-12-2025,Tamil Nadu,Tirunelveli,627105,0,5
23-12-2025,Tamil Nadu,Tirunelveli,627110,0,1
23-12-2025,Tamil Nadu,Tirunelveli,627201,0,10
23-12-2025,Tamil Nadu,Tirunelveli,627352,1,7
23-12-2025,Tamil Nadu,Tirunelveli,627423,1,9
23-12-2025,Tamil Nadu,Tirunelveli,627427,0,1
23-12-2025,Tamil Nadu,Tirunelveli,627501,0,15
23-12-2025,Tamil Nadu,Tirunelveli,627654,0,3
23-12-2025,Tamil Nadu,Tirunelveli,627761,0,1
23-12-2025,Tamil Nadu,Tirunelveli,627804,0,7
23-12-2025,Tamil Nadu,Tirunelveli,627813,0,4
23-12-2025,Tamil Nadu,Tirunelveli,627814,1,5
23-12-2025,Tamil Nadu,Tirunelveli,627851,1,14
23-12-2025,Tamil Nadu,Tirunelveli,627852,0,7
23-12-2025,Tamil Nadu,Tirunelveli,627854,0,7
23-12-2025,Tamil Nadu,Tirunelveli,627858,0,3
23-12-2025,Tamil Nadu,Tirunelveli,627861,0,8
23-12-2025,Tamil Nadu,Tirunelveli,627953,1,7
23-12-2025,Tamil Nadu,Tirunelveli,628552,0,4
23-12-2025,Tamil Nadu,Tirupattur,635652,0,3
23-12-2025,Tamil Nadu,Tirupattur,635653,0,7
23-12-2025,Tamil Nadu,Tirupattur,635655,0,1
23-12-2025,Tamil Nadu,Tirupattur,635752,0,6
23-12-2025,Tamil Nadu,Tirupattur,635814,0,1
23-12-2025,Tamil Nadu,Tiruppur,638051,0,1
23-12-2025,Tamil Nadu,Tiruppur,638056,0,2
23-12-2025,Tamil Nadu,Tiruppur,638656,2,9
23-12-2025,Tamil Nadu,Tiruppur,638657,1,20
23-12-2025,Tamil Nadu,Tiruppur,638812,1,1
23-12-2025,Tamil Nadu,Tiruppur,641601,3,12
23-12-2025,Tamil Nadu,Tiruppur,641603,2,37
23-12-2025,Tamil Nadu,Tiruppur,641604,6,55
23-12-2025,Tamil Nadu,Tiruppur,641605,2,44
23-12-2025,Tamil Nadu,Tiruppur,641658,0,1
23-12-2025,Tamil Nadu,Tiruppur,641665,2,11
23-12-2025,Tamil Nadu,Tiruppur,641670,0,14
23-12-2025,Tamil Nadu,Tiruppur,642112,4,10
23-12-2025,Tamil Nadu,Tiruppur,642204,0,4
23-12-2025,Tamil Nadu,Tiruppur,642205,0,2
23-12-2025,Tamil Nadu,Tiruvallur,600051,2,13
23-12-2025,Tamil Nadu,Tiruvallur,600055,2,29
23-12-2025,Tamil Nadu,Tiruvallur,600058,4,10
23-12-2025,Tamil Nadu,Tiruvallur,600072,2,34
23-12-2025,Tamil Nadu,Tiruvallur,600124,0,13
23-12-2025,Tamil Nadu,Tiruvallur,601202,1,21
23-12-2025,Tamil Nadu,Tiruvallur,601204,4,32
23-12-2025,Tamil Nadu,Tiruvallur,602001,2,21
23-12-2025,Tamil Nadu,Tiruvallur,602023,1,8
23-12-2025,Tamil Nadu,Tiruvallur,631206,0,5
23-12-2025,Tamil Nadu,Tiruvallur,631301,0,5
23-12-2025,Tamil Nadu,Tiruvallur,631302,0,8
23-12-2025,Tamil Nadu,Tiruvallur,631303,0,6
23-12-2025,Tamil Nadu,Tiruvannamalai,604404,0,2
23-12-2025,Tamil Nadu,Tiruvannamalai,604409,1,4
23-12-2025,Tamil Nadu,Tiruvannamalai,604410,0,13
23-12-2025,Tamil Nadu,Tiruvannamalai,604501,0,7
23-12-2025,Tamil Nadu,Tiruvannamalai,604503,0,8
23-12-2025,Tamil Nadu,Tiruvannamalai,606603,0,16
23-12-2025,Tamil Nadu,Tiruvannamalai,606701,2,17
23-12-2025,Tamil Nadu,Tiruvannamalai,606702,0,9
23-12-2025,Tamil Nadu,Tiruvannamalai,606708,3,19
23-12-2025,Tamil Nadu,Tiruvannamalai,606709,0,15
23-12-2025,Tamil Nadu,Tiruvannamalai,606806,0,3
23-12-2025,Tamil Nadu,Tiruvannamalai,606902,0,7
23-12-2025,Tamil Nadu,Tiruvannamalai,606906,0,2
23-12-2025,Tamil Nadu,Tiruvannamalai,632301,0,16
23-12-2025,Tamil Nadu,Tiruvannamalai,632312,0,2
23-12-2025,Tamil Nadu,Tiruvannamalai,632313,1,1
23-12-2025,Tamil Nadu,Tiruvannamalai,632511,1,9
23-12-2025,Tamil Nadu,Vellore,632004,0,1
23-12-2025,Tamil Nadu,Vellore,632006,2,23
23-12-2025,Tamil Nadu,Vellore,632009,4,22
23-12-2025,Tamil Nadu,Vellore,632014,1,3
23-12-2025,Tamil Nadu,Vellore,632107,1,1
23-12-2025,Tamil Nadu,Vellore,632114,0,4
23-12-2025,Tamil Nadu,Vellore,632202,1,13
23-12-2025,Tamil Nadu,Vellore,632203,0,2
23-12-2025,Tamil Nadu,Vellore,632507,1,11
23-12-2025,Tamil Nadu,Vellore,632509,0,13
23-12-2025,Tamil Nadu,Vellore,632512,0,4
23-12-2025,Tamil Nadu,Vellore,632602,2,48
23-12-2025,Tamil Nadu,Vellore,635601,2,16
23-12-2025,Tamil Nadu,Vellore,635653,0,12
23-12-2025,Tamil Nadu,Vellore,635654,0,3
23-12-2025,Tamil Nadu,Vellore,635701,0,3
23-12-2025,Tamil Nadu,Vellore,635806,1,4
23-12-2025,Tamil Nadu,Vellore,635808,0,5
23-12-2025,Tamil Nadu,Vellore,635811,0,8
23-12-2025,Tamil Nadu,Vellore,635813,1,8
23-12-2025,Tamil Nadu,Villupuram,604001,3,13
23-12-2025,Tamil Nadu,Villupuram,604201,0,2
23-12-2025,Tamil Nadu,Villupuram,604205,0,3
23-12-2025,Tamil Nadu,Villupuram,604207,0,4
23-12-2025,Tamil Nadu,Villupuram,604301,0,4
23-12-2025,Tamil Nadu,Villupuram,604302,0,8
23-12-2025,Tamil Nadu,Villupuram,604303,0,7
23-12-2025,Tamil Nadu,Villupuram,604307,0,2
23-12-2025,Tamil Nadu,Villupuram,605108,1,0
23-12-2025,Tamil Nadu,Villupuram,605502,0,1
23-12-2025,Tamil Nadu,Villupuram,605652,0,5
23-12-2025,Tamil Nadu,Villupuram,605751,1,4
23-12-2025,Tamil Nadu,Villupuram,605755,1,7
23-12-2025,Tamil Nadu,Villupuram,605757,0,5
23-12-2025,Tamil Nadu,Villupuram,605803,1,9
23-12-2025,Tamil Nadu,Villupuram,606104,0,4
23-12-2025,Tamil Nadu,Villupuram,606207,1,14
23-12-2025,Tamil Nadu,Viluppuram,604151,0,4
23-12-2025,Tamil Nadu,Viluppuram,604205,1,0
23-12-2025,Tamil Nadu,Viluppuram,604210,0,1
23-12-2025,Tamil Nadu,Viluppuram,605103,0,10
23-12-2025,Tamil Nadu,Viluppuram,605104,0,7
23-12-2025,Tamil Nadu,Viluppuram,605105,0,7
23-12-2025,Tamil Nadu,Viluppuram,605106,0,4
23-12-2025,Tamil Nadu,Viluppuram,605201,0,8
23-12-2025,Tamil Nadu,Viluppuram,605801,0,4
23-12-2025,Tamil Nadu,Viluppuram,606102,0,12
23-12-2025,Tamil Nadu,Viluppuram,606201,0,14
23-12-2025,Tamil Nadu,Viluppuram,606213,0,7
23-12-2025,Tamil Nadu,Viluppuram,607107,0,8
23-12-2025,Tamil Nadu,Viluppuram,607201,0,4
23-12-2025,Tamil Nadu,Virudhunagar,626101,1,39
23-12-2025,Tamil Nadu,Virudhunagar,626110,1,8
23-12-2025,Tamil Nadu,Virudhunagar,626118,0,7
23-12-2025,Tamil Nadu,Virudhunagar,626126,0,10
23-12-2025,Tamil Nadu,Virudhunagar,626139,0,1
23-12-2025,Tamil Nadu,Virudhunagar,626205,0,4
23-12-2025,Tamil Nadu,Ariyalur,608901,0,12
23-12-2025,Tamil Nadu,Ariyalur,612901,0,4
23-12-2025,Tamil Nadu,Ariyalur,621701,1,15
23-12-2025,Tamil Nadu,Ariyalur,621710,2,4
23-12-2025,Tamil Nadu,Ariyalur,621722,0,1
23-12-2025,Tamil Nadu,Ariyalur,621801,2,6
23-12-2025,Tamil Nadu,Chengalpattu,603109,0,5
23-12-2025,Tamil Nadu,Chengalpattu,603110,0,8
23-12-2025,Tamil Nadu,Chengalpattu,603111,1,5
23-12-2025,Tamil Nadu,Chengalpattu,603112,0,4
23-12-2025,Tamil Nadu,Chengalpattu,603127,2,2
23-12-2025,Tamil Nadu,Chengalpattu,603204,0,11
23-12-2025,Tamil Nadu,Chengalpattu,603210,0,4
23-12-2025,Tamil Nadu,Chengalpattu,603301,0,1
23-12-2025,Tamil Nadu,Chengalpattu,603303,0,1
23-12-2025,Tamil Nadu,Chengalpattu,603307,0,1
23-12-2025,Tamil Nadu,Chengalpattu,603401,0,1
23-12-2025,Tamil Nadu,Chennai,600007,1,14
23-12-2025,Tamil Nadu,Chennai,600024,1,21
23-12-2025,Tamil Nadu,Chennai,600026,0,18
23-12-2025,Tamil Nadu,Chennai,600029,0,13
23-12-2025,Tamil Nadu,Chennai,600031,0,7
23-12-2025,Tamil Nadu,Chennai,600036,0,1
23-12-2025,Tamil Nadu,Chennai,600049,1,20
23-12-2025,Tamil Nadu,Chennai,600080,0,3
23-12-2025,Tamil Nadu,Chennai,600086,1,0
23-12-2025,Tamil Nadu,Chennai,600095,1,13
23-12-2025,Tamil Nadu,Chennai,600096,1,12
23-12-2025,Tamil Nadu,Chennai,600099,1,32
23-12-2025,Tamil Nadu,Chennai,600103,0,1
23-12-2025,Tamil Nadu,Chennai,600113,1,15
23-12-2025,Tamil Nadu,Coimbatore,638459,0,6
23-12-2025,Tamil Nadu,Coimbatore,641001,4,34
23-12-2025,Tamil Nadu,Coimbatore,641011,0,3
23-12-2025,Tamil Nadu,Coimbatore,641017,1,12
23-12-2025,Tamil Nadu,Coimbatore,641020,1,22
23-12-2025,Tamil Nadu,Coimbatore,641022,2,4
23-12-2025,Tamil Nadu,Coimbatore,641034,1,5
23-12-2025,Tamil Nadu,Coimbatore,641035,6,45
23-12-2025,Tamil Nadu,Coimbatore,641037,0,6
23-12-2025,Tamil Nadu,Coimbatore,641045,1,19
23-12-2025,Tamil Nadu,Coimbatore,641048,2,21
23-12-2025,Tamil Nadu,Coimbatore,641062,4,14
23-12-2025,Tamil Nadu,Coimbatore,641101,1,19
23-12-2025,Tamil Nadu,Coimbatore,641110,0,10
23-12-2025,Tamil Nadu,Coimbatore,642006,1,8
23-12-2025,Tamil Nadu,Coimbatore,642108,0,1
23-12-2025,Tamil Nadu,Coimbatore,642117,1,0
23-12-2025,Tamil Nadu,Cuddalore,606301,0,3
23-12-2025,Tamil Nadu,Cuddalore,606302,0,15
23-12-2025,Tamil Nadu,Cuddalore,606305,0,3
23-12-2025,Tamil Nadu,Cuddalore,607004,0,7
23-12-2025,Tamil Nadu,Cuddalore,607106,5,46
23-12-2025,Tamil Nadu,Cuddalore,608002,0,21
24-12-2025,Tamil Nadu,Ariyalur,608901,3,9
24-12-2025,Tamil Nadu,Ariyalur,621713,1,1
24-12-2025,Tamil Nadu,Ariyalur,621719,4,2
24-12-2025,Tamil Nadu,Ariyalur,621802,3,11
24-12-2025,Tamil Nadu,Chengalpattu,600126,0,23
24-12-2025,Tamil Nadu,Chengalpattu,600130,0,10
24-12-2025,Tamil Nadu,Chengalpattu,603003,0,1
24-12-2025,Tamil Nadu,Chengalpattu,603108,0,1
24-12-2025,Tamil Nadu,Chengalpattu,603127,2,3
24-12-2025,Tamil Nadu,Chengalpattu,603302,0,5
24-12-2025,Tamil Nadu,Chengalpattu,603307,0,2
